INSTANCE,ITEMS,BINS,HEURISTICS,WASTE (OBJ)
GA-FF_EASY_100_021.bpp,100,21,"{'FFIT': 43, 'BFIT': 24, 'WFIT': 19, 'AWFIT': 14}",0.9029
GA-WF_EASY_100_010.bpp,100,29,"{'FFIT': 40, 'BFIT': 36, 'WFIT': 5, 'AWFIT': 19}",0.8574
GA-WF_EASY_100_010.bpp,100,28,"{'FFIT': 51, 'BFIT': 24, 'WFIT': 15, 'AWFIT': 10}",0.9195
GA-WF_EASY_100_010.bpp,100,29,"{'FFIT': 25, 'BFIT': 34, 'WFIT': 18, 'AWFIT': 23}",0.8566
GA-AWF_EASY_100_087.bpp,100,26,"{'FFIT': 22, 'BFIT': 32, 'WFIT': 29, 'AWFIT': 17}",0.8532
GA-AWF_EASY_100_087.bpp,100,26,"{'FFIT': 17, 'BFIT': 37, 'WFIT': 20, 'AWFIT': 26}",0.8526
GA-AWF_EASY_100_087.bpp,100,25,"{'FFIT': 21, 'BFIT': 23, 'WFIT': 22, 'AWFIT': 34}",0.9081
GA-WF_EASY_100_072.bpp,100,29,"{'FFIT': 42, 'BFIT': 9, 'WFIT': 14, 'AWFIT': 35}",0.8277
GA-WF_EASY_100_072.bpp,100,28,"{'FFIT': 29, 'BFIT': 22, 'WFIT': 19, 'AWFIT': 30}",0.8877
GA-WF_EASY_100_072.bpp,100,28,"{'FFIT': 22, 'BFIT': 25, 'WFIT': 23, 'AWFIT': 30}",0.8847
GA-FF_EASY_100_025.bpp,100,19,"{'FFIT': 57, 'BFIT': 23, 'WFIT': 14, 'AWFIT': 6}",0.908
GA-FF_EASY_100_025.bpp,100,19,"{'FFIT': 58, 'BFIT': 18, 'WFIT': 9, 'AWFIT': 15}",0.9111
GA-FF_EASY_100_025.bpp,100,19,"{'FFIT': 55, 'BFIT': 18, 'WFIT': 12, 'AWFIT': 15}",0.9082
GA-BF_EASY_100_085.bpp,100,20,"{'FFIT': 52, 'BFIT': 23, 'WFIT': 15, 'AWFIT': 10}",0.8233
GA-BF_EASY_100_085.bpp,100,20,"{'FFIT': 55, 'BFIT': 26, 'WFIT': 10, 'AWFIT': 9}",0.8218
GA-BF_EASY_100_085.bpp,100,20,"{'FFIT': 38, 'BFIT': 28, 'WFIT': 23, 'AWFIT': 11}",0.8234
GA-WF_EASY_100_041.bpp,100,29,"{'FFIT': 31, 'BFIT': 33, 'WFIT': 21, 'AWFIT': 15}",0.8617
GA-WF_EASY_100_041.bpp,100,29,"{'FFIT': 12, 'BFIT': 12, 'WFIT': 44, 'AWFIT': 32}",0.8616
GA-WF_EASY_100_041.bpp,100,29,"{'FFIT': 34, 'BFIT': 18, 'WFIT': 20, 'AWFIT': 28}",0.8623
GA-BF_EASY_100_025.bpp,100,27,"{'FFIT': 59, 'BFIT': 18, 'WFIT': 12, 'AWFIT': 11}",0.7981
GA-BF_EASY_100_025.bpp,100,27,"{'FFIT': 45, 'BFIT': 23, 'WFIT': 16, 'AWFIT': 16}",0.797
GA-BF_EASY_100_025.bpp,100,27,"{'FFIT': 39, 'BFIT': 31, 'WFIT': 20, 'AWFIT': 10}",0.7973
GA-FF_EASY_100_003.bpp,100,24,"{'FFIT': 19, 'BFIT': 24, 'WFIT': 32, 'AWFIT': 25}",0.9137
GA-FF_EASY_100_003.bpp,100,24,"{'FFIT': 18, 'BFIT': 30, 'WFIT': 22, 'AWFIT': 30}",0.9137
GA-FF_EASY_100_003.bpp,100,24,"{'FFIT': 16, 'BFIT': 28, 'WFIT': 32, 'AWFIT': 24}",0.9126
GA-AWF_EASY_100_079.bpp,100,27,"{'FFIT': 51, 'BFIT': 29, 'WFIT': 12, 'AWFIT': 8}",0.8819
GA-AWF_EASY_100_079.bpp,100,27,"{'FFIT': 31, 'BFIT': 34, 'WFIT': 22, 'AWFIT': 13}",0.8819
GA-AWF_EASY_100_079.bpp,100,26,"{'FFIT': 47, 'BFIT': 27, 'WFIT': 11, 'AWFIT': 15}",0.9463
GA-AWF_EASY_100_011.bpp,100,19,"{'FFIT': 30, 'BFIT': 33, 'WFIT': 24, 'AWFIT': 13}",0.8994
GA-AWF_EASY_100_011.bpp,100,19,"{'FFIT': 47, 'BFIT': 19, 'WFIT': 27, 'AWFIT': 7}",0.9095
GA-AWF_EASY_100_011.bpp,100,19,"{'FFIT': 21, 'BFIT': 25, 'WFIT': 41, 'AWFIT': 13}",0.8998
GA-FF_EASY_100_044.bpp,100,22,"{'FFIT': 29, 'BFIT': 22, 'WFIT': 21, 'AWFIT': 28}",0.9086
GA-FF_EASY_100_044.bpp,100,22,"{'FFIT': 31, 'BFIT': 35, 'WFIT': 15, 'AWFIT': 19}",0.9198
GA-FF_EASY_100_044.bpp,100,22,"{'FFIT': 30, 'BFIT': 10, 'WFIT': 36, 'AWFIT': 24}",0.9078
GA-FF_EASY_100_047.bpp,100,24,"{'FFIT': 40, 'BFIT': 21, 'WFIT': 19, 'AWFIT': 20}",0.9161
GA-FF_EASY_100_047.bpp,100,24,"{'FFIT': 38, 'BFIT': 27, 'WFIT': 21, 'AWFIT': 14}",0.9159
GA-FF_EASY_100_047.bpp,100,24,"{'FFIT': 41, 'BFIT': 24, 'WFIT': 22, 'AWFIT': 13}",0.9167
GA-WF_EASY_100_075.bpp,100,31,"{'FFIT': 60, 'BFIT': 23, 'WFIT': 14, 'AWFIT': 3}",0.8662
GA-WF_EASY_100_075.bpp,100,31,"{'FFIT': 43, 'BFIT': 33, 'WFIT': 13, 'AWFIT': 11}",0.8651
GA-WF_EASY_100_075.bpp,100,31,"{'FFIT': 34, 'BFIT': 35, 'WFIT': 18, 'AWFIT': 13}",0.8662
GA-AWF_EASY_100_010.bpp,100,24,"{'FFIT': 27, 'BFIT': 30, 'WFIT': 31, 'AWFIT': 12}",0.9106
GA-AWF_EASY_100_010.bpp,100,24,"{'FFIT': 27, 'BFIT': 14, 'WFIT': 30, 'AWFIT': 29}",0.9113
GA-AWF_EASY_100_010.bpp,100,24,"{'FFIT': 34, 'BFIT': 20, 'WFIT': 15, 'AWFIT': 31}",0.9107
GA-BF_EASY_100_001.bpp,100,26,"{'FFIT': 20, 'BFIT': 17, 'WFIT': 21, 'AWFIT': 42}",0.8527
GA-BF_EASY_100_001.bpp,100,26,"{'FFIT': 35, 'BFIT': 18, 'WFIT': 23, 'AWFIT': 24}",0.8626
GA-BF_EASY_100_001.bpp,100,26,"{'FFIT': 33, 'BFIT': 19, 'WFIT': 10, 'AWFIT': 38}",0.8541
GA-BF_EASY_100_021.bpp,100,25,"{'FFIT': 44, 'BFIT': 18, 'WFIT': 14, 'AWFIT': 24}",0.9161
GA-BF_EASY_100_021.bpp,100,25,"{'FFIT': 54, 'BFIT': 25, 'WFIT': 10, 'AWFIT': 11}",0.9161
GA-BF_EASY_100_021.bpp,100,25,"{'FFIT': 36, 'BFIT': 26, 'WFIT': 21, 'AWFIT': 17}",0.9163
GA-FF_EASY_100_037.bpp,100,23,"{'FFIT': 32, 'BFIT': 18, 'WFIT': 23, 'AWFIT': 27}",0.915
GA-FF_EASY_100_037.bpp,100,23,"{'FFIT': 42, 'BFIT': 24, 'WFIT': 26, 'AWFIT': 8}",0.9145
GA-FF_EASY_100_037.bpp,100,23,"{'FFIT': 71, 'BFIT': 13, 'WFIT': 9, 'AWFIT': 7}",0.9317
GA-BF_EASY_100_027.bpp,100,22,"{'FFIT': 23, 'BFIT': 22, 'WFIT': 26, 'AWFIT': 29}",0.8869
GA-BF_EASY_100_027.bpp,100,22,"{'FFIT': 28, 'BFIT': 24, 'WFIT': 24, 'AWFIT': 24}",0.8877
GA-BF_EASY_100_027.bpp,100,23,"{'FFIT': 23, 'BFIT': 26, 'WFIT': 25, 'AWFIT': 26}",0.8235
GA-WF_EASY_100_095.bpp,100,29,"{'FFIT': 51, 'BFIT': 32, 'WFIT': 9, 'AWFIT': 8}",0.864
GA-WF_EASY_100_095.bpp,100,29,"{'FFIT': 44, 'BFIT': 24, 'WFIT': 19, 'AWFIT': 13}",0.8664
GA-WF_EASY_100_095.bpp,100,29,"{'FFIT': 25, 'BFIT': 26, 'WFIT': 26, 'AWFIT': 23}",0.864
GA-AWF_EASY_100_091.bpp,100,27,"{'FFIT': 22, 'BFIT': 29, 'WFIT': 30, 'AWFIT': 19}",0.9104
GA-AWF_EASY_100_091.bpp,100,27,"{'FFIT': 31, 'BFIT': 20, 'WFIT': 35, 'AWFIT': 14}",0.9104
